"品詞細分類1","品詞細分類2","品詞細分類3","活用型","原形","読み","基本形","未然形","未然ウ接続","連用形","連用タ接続","仮定形","命令ｅ","仮定縮約１","未然特殊","体言接続特殊","体言接続特殊２","命令ｙｏ","命令ｒｏ","文語基本形","未然レル接続","命令ｉ","体言接続","未然ヌ接続","現代基本形"
"自立","*","*","一段","ざれる","ザレル,ザレ,ザレヨ,ザレ,ザレレ,ザレヨ,ザレロ,ザレリャ,ザレン","ざれる","ざれ","ざれよ","ざれ","","ざれれ","","ざれりゃ","","ざれん","","ざれよ","ざれろ","","","","","",""
"自立","*","*","五段・サ行","吹き鳴らす","フキナラス,フキナラサ,フキナラソ,フキナラシ,フキナラセ,フキナラセ,フキナラシャ","吹き鳴らす","吹き鳴らさ","吹き鳴らそ","吹き鳴らし","","吹き鳴らせ","吹き鳴らせ","吹き鳴らしゃ","","","","","","","","","","",""
"自立","*","*","五段・ラ行","すぎさる","スギサル,スギサラ,スギサン,スギサロ,スギサリ,スギサッ,スギサレ,スギサレ,スギサリャ,スギサン,スギサ","すぎさる","すぎさら","すぎさろ","すぎさり","すぎさっ","すぎされ","すぎされ","すぎさりゃ","すぎさん","すぎさん","すぎさ","","","","","","","",""
"自立","*","*","五段・バ行","とりはこぶ","トリハコブ,トリハコバ,トリハコボ,トリハコビ,トリハコン,トリハコベ,トリハコベ,トリハコビャ","とりはこぶ","とりはこば","とりはこぼ","とりはこび","とりはこん","とりはこべ","とりはこべ","とりはこびゃ","","","","","","","","","","",""
"自立","*","*","五段・ラ行","刈りとる","カリトル,カリトラ,カリトン,カリトロ,カリトリ,カリトッ,カリトレ,カリトレ,カリトリャ,カリトン,カリト","刈りとる","刈りとら","刈りとろ","刈りとり","刈りとっ","刈りとれ","刈りとれ","刈りとりゃ","刈りとん","刈りとん","刈りと","","","","","","","",""
"自立","*","*","一段","示しあわせる","シメシアワセル,シメシアワセ,シメシアワセヨ,シメシアワセ,シメシアワセレ,シメシアワセヨ,シメシアワセロ,シメシアワセリャ,シメシアワセン","示しあわせる","示しあわせ","示しあわせよ","示しあわせ","","示しあわせれ","","示しあわせりゃ","","示しあわせん","","示しあわせよ","示しあわせろ","","","","","",""
"自立","*","*","五段・マ行","弾む","ハズム,ハズマ,ハズモ,ハズミ,ハズン,ハズメ,ハズメ,ハズミャ","弾む","弾ま","弾も","弾み","弾ん","弾め","弾め","弾みゃ","","","","","","","","","","",""
"自立","*","*","一段","つれこめる","ツレコメル,ツレコメ,ツレコメヨ,ツレコメ,ツレコメレ,ツレコメヨ,ツレコメロ,ツレコメリャ,ツレコメン","つれこめる","つれこめ","つれこめよ","つれこめ","","つれこめれ","","つれこめりゃ","","つれこめん","","つれこめよ","つれこめろ","","","","","",""
"自立","*","*","一段","押し入れる","オシイレル,オシイレ,オシイレヨ,オシイレ,オシイレレ,オシイレヨ,オシイレロ,オシイレリャ,オシイレン","押し入れる","押し入れ","押し入れよ","押し入れ","","押し入れれ","","押し入れりゃ","","押し入れん","","押し入れよ","押し入れろ","","","","","",""
"自立","*","*","一段","割り当てる","ワリアテル,ワリアテ,ワリアテヨ,ワリアテ,ワリアテレ,ワリアテヨ,ワリアテロ,ワリアテリャ,ワリアテン","割り当てる","割り当て","割り当てよ","割り当て","","割り当てれ","","割り当てりゃ","","割り当てん","","割り当てよ","割り当てろ","","","","","",""
"自立","*","*","一段","ねじ曲げる","ネジマゲル,ネジマゲ,ネジマゲヨ,ネジマゲ,ネジマゲレ,ネジマゲヨ,ネジマゲロ,ネジマゲリャ,ネジマゲン","ねじ曲げる","ねじ曲げ","ねじ曲げよ","ねじ曲げ","","ねじ曲げれ","","ねじ曲げりゃ","","ねじ曲げん","","ねじ曲げよ","ねじ曲げろ","","","","","",""
"自立","*","*","五段・ワ行促音便","さからう","サカラウ,サカラワ,サカラオ,サカライ,サカラッ,サカラエ,サカラエ","さからう","さからわ","さからお","さからい","さからっ","さからえ","さからえ","","","","","","","","","","","",""
"自立","*","*","五段・マ行","乗り込む","ノリコム,ノリコマ,ノリコモ,ノリコミ,ノリコン,ノリコメ,ノリコメ,ノリコミャ","乗り込む","乗り込ま","乗り込も","乗り込み","乗り込ん","乗り込め","乗り込め","乗り込みゃ","","","","","","","","","","",""
"自立","*","*","一段","みこめる","ミコメル,ミコメ,ミコメヨ,ミコメ,ミコメレ,ミコメヨ,ミコメロ,ミコメリャ,ミコメン","みこめる","みこめ","みこめよ","みこめ","","みこめれ","","みこめりゃ","","みこめん","","みこめよ","みこめろ","","","","","",""
"自立","*","*","五段・ラ行","乗移る","ノリウツル,ノリウツラ,ノリウツン,ノリウツロ,ノリウツリ,ノリウツッ,ノリウツレ,ノリウツレ,ノリウツリャ,ノリウツン,ノリウツ","乗移る","乗移ら","乗移ろ","乗移り","乗移っ","乗移れ","乗移れ","乗移りゃ","乗移ん","乗移ん","乗移","","","","","","","",""
"自立","*","*","五段・ラ行","屈まる","クグマル,クグマラ,クグマン,クグマロ,クグマリ,クグマッ,クグマレ,クグマレ,クグマリャ,クグマン,クグマ","屈まる","屈まら","屈まろ","屈まり","屈まっ","屈まれ","屈まれ","屈まりゃ","屈まん","屈まん","屈ま","","","","","","","",""
"自立","*","*","一段","肥れる","フトレル,フトレ,フトレヨ,フトレ,フトレレ,フトレヨ,フトレロ,フトレリャ,フトレン","肥れる","肥れ","肥れよ","肥れ","","肥れれ","","肥れりゃ","","肥れん","","肥れよ","肥れろ","","","","","",""
"自立","*","*","五段・ワ行促音便","よそう","ヨソウ,ヨソワ,ヨソオ,ヨソイ,ヨソッ,ヨソエ,ヨソエ","よそう","よそわ","よそお","よそい","よそっ","よそえ","よそえ","","","","","","","","","","","",""
"自立","*","*","五段・ラ行","むつかる","ムツカル,ムツカラ,ムツカン,ムツカロ,ムツカリ,ムツカッ,ムツカレ,ムツカレ,ムツカリャ,ムツカン,ムツカ","むつかる","むつから","むつかろ","むつかり","むつかっ","むつかれ","むつかれ","むつかりゃ","むつかん","むつかん","むつか","","","","","","","",""
"自立","*","*","五段・ラ行","見縊る","ミクビル,ミクビラ,ミクビン,ミクビロ,ミクビリ,ミクビッ,ミクビレ,ミクビレ,ミクビリャ,ミクビン,ミクビ","見縊る","見縊ら","見縊ろ","見縊り","見縊っ","見縊れ","見縊れ","見縊りゃ","見縊ん","見縊ん","見縊","","","","","","","",""
"自立","*","*","一段","置換える","オキカエル,オキカエ,オキカエヨ,オキカエ,オキカエレ,オキカエヨ,オキカエロ,オキカエリャ,オキカエン","置換える","置換え","置換えよ","置換え","","置換えれ","","置換えりゃ","","置換えん","","置換えよ","置換えろ","","","","","",""
"自立","*","*","五段・ラ行","躍りかかる","オドリカカル,オドリカカラ,オドリカカン,オドリカカロ,オドリカカリ,オドリカカッ,オドリカカレ,オドリカカレ,オドリカカリャ,オドリカカン,オドリカカ","躍りかかる","躍りかから","躍りかかろ","躍りかかり","躍りかかっ","躍りかかれ","躍りかかれ","躍りかかりゃ","躍りかかん","躍りかかん","躍りかか","","","","","","","",""
"自立","*","*","五段・ラ行","捗る","ハカドル,ハカドラ,ハカドン,ハカドロ,ハカドリ,ハカドッ,ハカドレ,ハカドレ,ハカドリャ,ハカドン,ハカド","捗る","捗ら","捗ろ","捗り","捗っ","捗れ","捗れ","捗りゃ","捗ん","捗ん","捗","","","","","","","",""
"自立","*","*","サ変・－スル","弔する","チョウスル,チョウス,チョウシ,チョウシヨ,チョウショ,チョウセ,チョウスレ,チョウセヨ,チョウシロ,チョウスリャ","弔する","弔し","弔しょ","","","弔すれ","","弔すりゃ","","","","弔せよ","弔しろ","弔す","弔せ","","","",""
"自立","*","*","五段・カ行イ音便","とびのく","トビノク,トビノカ,トビノコ,トビノキ,トビノイ,トビノケ,トビノケ,トビノキャ","とびのく","とびのか","とびのこ","とびのき","とびのい","とびのけ","とびのけ","とびのきゃ","","","","","","","","","","",""
"自立","*","*","五段・ラ行","たちよる","タチヨル,タチヨラ,タチヨン,タチヨロ,タチヨリ,タチヨッ,タチヨレ,タチヨレ,タチヨリャ,タチヨン,タチヨ","たちよる","たちよら","たちよろ","たちより","たちよっ","たちよれ","たちよれ","たちよりゃ","たちよん","たちよん","たちよ","","","","","","","",""
"自立","*","*","一段","呼べる","ヨベル,ヨベ,ヨベヨ,ヨベ,ヨベレ,ヨベヨ,ヨベロ,ヨベリャ,ヨベン","呼べる","呼べ","呼べよ","呼べ","","呼べれ","","呼べりゃ","","呼べん","","呼べよ","呼べろ","","","","","",""
"自立","*","*","一段","つれだせる","ツレダセル,ツレダセ,ツレダセヨ,ツレダセ,ツレダセレ,ツレダセヨ,ツレダセロ,ツレダセリャ,ツレダセン","つれだせる","つれだせ","つれだせよ","つれだせ","","つれだせれ","","つれだせりゃ","","つれだせん","","つれだせよ","つれだせろ","","","","","",""
"自立","*","*","一段","流る","ナガレル,ナガレ,ナガレヨ,ナガレ,ナガレレ,ナガレヨ,ナガレロ,ナガレリャ,ナガレン","流る","流","流よ","流","","流れ","","流りゃ","","流ん","","流よ","流ろ","","","","","",""
"自立","*","*","五段・カ行イ音便","ぬかづく","ヌカヅク,ヌカヅカ,ヌカヅコ,ヌカヅキ,ヌカヅイ,ヌカヅケ,ヌカヅケ,ヌカヅキャ","ぬかづく","ぬかづか","ぬかづこ","ぬかづき","ぬかづい","ぬかづけ","ぬかづけ","ぬかづきゃ","","","","","","","","","","",""
"自立","*","*","五段・サ行","つきさす","ツキサス,ツキササ,ツキサソ,ツキサシ,ツキサセ,ツキサセ,ツキサシャ","つきさす","つきささ","つきさそ","つきさし","","つきさせ","つきさせ","つきさしゃ","","","","","","","","","","",""
"自立","*","*","五段・マ行","ひがむ","ヒガム,ヒガマ,ヒガモ,ヒガミ,ヒガン,ヒガメ,ヒガメ,ヒガミャ","ひがむ","ひがま","ひがも","ひがみ","ひがん","ひがめ","ひがめ","ひがみゃ","","","","","","","","","","",""
"自立","*","*","五段・マ行","冷えこむ","ヒエコム,ヒエコマ,ヒエコモ,ヒエコミ,ヒエコン,ヒエコメ,ヒエコメ,ヒエコミャ","冷えこむ","冷えこま","冷えこも","冷えこみ","冷えこん","冷えこめ","冷えこめ","冷えこみゃ","","","","","","","","","","",""
"自立","*","*","五段・ラ行","通り掛かる","トオリカカル,トオリカカラ,トオリカカン,トオリカカロ,トオリカカリ,トオリカカッ,トオリカカレ,トオリカカレ,トオリカカリャ,トオリカカン,トオリカカ","通り掛かる","通り掛から","通り掛かろ","通り掛かり","通り掛かっ","通り掛かれ","通り掛かれ","通り掛かりゃ","通り掛かん","通り掛かん","通り掛か","","","","","","","",""
"自立","*","*","五段・マ行","とっくむ","トックム,トックマ,トックモ,トックミ,トックン,トックメ,トックメ,トックミャ","とっくむ","とっくま","とっくも","とっくみ","とっくん","とっくめ","とっくめ","とっくみゃ","","","","","","","","","","",""
"自立","*","*","五段・サ行","おしとおす","オシトオス,オシトオサ,オシトオソ,オシトオシ,オシトオセ,オシトオセ,オシトオシャ","おしとおす","おしとおさ","おしとおそ","おしとおし","","おしとおせ","おしとおせ","おしとおしゃ","","","","","","","","","","",""
"自立","*","*","五段・ラ行","抱き取る","ダキトル,ダキトラ,ダキトン,ダキトロ,ダキトリ,ダキトッ,ダキトレ,ダキトレ,ダキトリャ,ダキトン,ダキト","抱き取る","抱き取ら","抱き取ろ","抱き取り","抱き取っ","抱き取れ","抱き取れ","抱き取りゃ","抱き取ん","抱き取ん","抱き取","","","","","","","",""
"自立","*","*","五段・サ行","みかえす","ミカエス,ミカエサ,ミカエソ,ミカエシ,ミカエセ,ミカエセ,ミカエシャ","みかえす","みかえさ","みかえそ","みかえし","","みかえせ","みかえせ","みかえしゃ","","","","","","","","","","",""
"自立","*","*","一段","亡びる","ホロビル,ホロビ,ホロビヨ,ホロビ,ホロビレ,ホロビヨ,ホロビロ,ホロビリャ,ホロビン","亡びる","亡び","亡びよ","亡び","","亡びれ","","亡びりゃ","","亡びん","","亡びよ","亡びろ","","","","","",""
